Price,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,DAVV.DE,VETH.DE,DAVV.DE,VETH.DE,DAVV.DE,VETH.DE,DAVV.DE,VETH.DE,DAVV.DE,VETH.DE,DAVV.DE,VETH.DE
Date,,,,,,,,,,,,
2024-10-03,7.026000022888184,12.61400032043457,7.026000022888184,12.61400032043457,7.150000095367432,12.96500015258789,6.966000080108643,12.550000190734863,7.119999885559082,12.9399995803833,53401.0,30878
2024-10-04,7.26200008392334,13.015000343322754,7.26200008392334,13.015000343322754,7.349999904632568,13.0600004196167,7.063000202178955,12.840999603271484,7.072000026702881,12.848999977111816,69584.0,28997
2024-10-07,7.376999855041504,13.562000274658203,7.376999855041504,13.562000274658203,7.468999862670898,13.711000442504883,7.300000190734863,13.277999877929688,7.448999881744385,13.567000389099121,130727.0,28021
2024-10-08,7.1519999504089355,13.138999938964844,7.1519999504089355,13.138999938964844,7.291999816894531,13.357000350952148,7.060999870300293,13.128000259399414,7.099999904632568,13.262999534606934,62802.0,46395
2024-10-09,7.179999828338623,13.449999809265137,7.179999828338623,13.449999809265137,7.239999771118164,13.449999809265137,7.0879998207092285,13.234000205993652,7.205999851226807,13.321000099182129,46733.0,35346
2024-10-10,7.013000011444092,13.024999618530273,7.013000011444092,13.024999618530273,7.10099983215332,13.177000045776367,6.889999866485596,12.949999809265137,7.071000099182129,13.177000045776367,115172.0,13634
2024-10-11,7.284999847412109,13.28600025177002,7.284999847412109,13.28600025177002,7.333000183105469,13.395999908447266,7.013000011444092,13.119999885559082,7.020999908447266,13.17199993133545,72170.0,53534
2024-10-14,7.900000095367432,14.446999549865723,7.900000095367432,14.446999549865723,7.913000106811523,14.496000289916992,7.551000118255615,13.732999801635742,7.599999904632568,13.807000160217285,246319.0,41403
2024-10-15,7.798999786376953,14.168000221252441,7.798999786376953,14.168000221252441,8.03600025177002,14.706000328063965,7.5929999351501465,13.887999534606934,7.806000232696533,14.342000007629395,169123.0,32958
2024-10-16,8.105999946594238,14.368000030517578,8.105999946594238,14.368000030517578,8.118000030517578,14.635000228881836,7.809000015258789,14.270000457763672,7.8460001945495605,14.317999839782715,114544.0,33495
2024-10-17,8.192000389099121,14.413999557495117,8.192000389099121,14.413999557495117,8.251999855041504,14.496000289916992,7.992000102996826,14.270000457763672,8.217000007629395,14.472000122070312,146017.0,20561
2024-10-18,8.38700008392334,14.588000297546387,8.38700008392334,14.588000297546387,8.4399995803833,14.600000381469727,8.199999809265137,14.390999794006348,8.208999633789062,14.480999946594238,102105.0,39720
2024-10-21,8.484999656677246,14.710000038146973,8.484999656677246,14.710000038146973,8.73900032043457,15.085000038146973,8.279000282287598,14.684000015258789,8.670999526977539,15.043999671936035,163933.0,67715
2024-10-22,8.829999923706055,14.520000457763672,8.829999923706055,14.520000457763672,8.897000312805176,14.678000450134277,8.644000053405762,14.425999641418457,8.744999885559082,14.651000022888184,156004.0,71387
2024-10-23,8.517999649047852,14.067999839782715,8.517999649047852,14.067999839782715,8.87600040435791,14.5,8.50100040435791,14.067999839782715,8.831000328063965,14.447999954223633,111015.0,25816
2024-10-24,8.722999572753906,13.984999656677246,8.722999572753906,13.984999656677246,8.904999732971191,14.178000450134277,8.57699966430664,13.913000106811523,8.602999687194824,14.119000434875488,69717.0,65422
2024-10-25,8.833000183105469,14.041000366210938,8.833000183105469,14.041000366210938,8.878999710083008,14.137999534606934,8.60099983215332,13.60200023651123,8.744000434875488,13.821999549865723,98939.0,32592
2024-10-28,9.109000205993652,13.904000282287598,9.109000205993652,13.904000282287598,9.140000343322754,14.071999549865723,8.765000343322754,13.800000190734863,8.802000045776367,13.902999877929688,151935.0,26918
2024-10-29,9.465999603271484,14.656000137329102,9.465999603271484,14.656000137329102,9.645999908447266,14.72599983215332,9.258000373840332,14.427000045776367,9.496999740600586,14.458000183105469,235690.0,51905
2024-10-30,9.267000198364258,14.789999961853027,9.267000198364258,14.789999961853027,9.364999771118164,15.02299976348877,8.972000122070312,14.668999671936035,9.355999946594238,14.76200008392334,143804.0,70717
2024-10-31,8.49899959564209,14.062000274658203,8.49899959564209,14.062000274658203,9.142999649047852,14.583999633789062,8.458999633789062,13.989999771118164,9.059000015258789,14.557000160217285,184340.0,78055
2024-11-01,8.470000267028809,13.902000427246094,8.470000267028809,13.902000427246094,8.859000205993652,14.21399974822998,8.343999862670898,13.618000030517578,8.392999649047852,13.779999732971191,164963.0,28333
2024-11-04,8.029999732971191,13.354999542236328,8.029999732971191,13.354999542236328,8.237000465393066,13.661999702453613,7.97599983215332,13.338000297546387,8.194999694824219,13.506999969482422,240159.0,64405
2024-11-05,8.354999542236328,13.494000434875488,8.354999542236328,13.494000434875488,8.359999656677246,13.633000373840332,8.085000038146973,13.3149995803833,8.095999717712402,13.394000053405762,179462.0,42017
2024-11-06,9.656999588012695,14.822999954223633,9.656999588012695,14.822999954223633,9.744000434875488,14.878000259399414,9.112000465393066,14.300999641418457,9.288999557495117,14.467000007629395,575152.0,161174
2024-11-07,10.07800006866455,15.670999526977539,10.07800006866455,15.670999526977539,10.079999923706055,15.8100004196167,9.706999778747559,15.413999557495117,9.791999816894531,15.701000213623047,250976.0,183202
2024-11-08,10.01200008392334,16.273000717163086,10.01200008392334,16.273000717163086,10.270000457763672,16.469999313354492,10.003999710083008,16.084999084472656,10.199999809265137,16.15999984741211,271814.0,96780
2024-11-11,11.855999946594238,18.493000030517578,11.855999946594238,18.493000030517578,12.092000007629395,18.7810001373291,11.180000305175781,17.56100082397461,11.184000015258789,17.652000427246094,781766.0,207083
2024-11-12,11.770000457763672,18.266000747680664,11.770000457763672,18.266000747680664,12.758000373840332,19.5,10.9399995803833,18.062000274658203,12.621999740600586,19.099000930786133,895818.0,342129
2024-11-13,11.85200023651123,18.684999465942383,11.85200023651123,18.684999465942383,12.649999618530273,18.951000213623047,11.579999923706055,17.729000091552734,11.741999626159668,17.80500030517578,463483.0,152456
2024-11-14,10.75,17.67300033569336,10.75,17.67300033569336,11.576000213623047,18.496000289916992,10.649999618530273,17.31599998474121,11.472000122070312,18.30299949645996,411578.0,148796
2024-11-15,10.954000473022461,17.259000778198242,10.954000473022461,17.259000778198242,11.015999794006348,17.69300079345703,10.595999717712402,17.131000518798828,10.732000350952148,17.270999908447266,308802.0,90113
2024-11-18,11.479999542236328,18.01799964904785,11.479999542236328,18.01799964904785,11.515999794006348,18.110000610351562,10.869999885559082,17.200000762939453,11.315999984741211,17.690000534057617,256050.0,238562
2024-11-19,11.64799976348877,17.725000381469727,11.64799976348877,17.725000381469727,11.64799976348877,17.850000381469727,11.003999710083008,17.4060001373291,11.324000358581543,17.665000915527344,248676.0,79716
2024-11-20,11.805999755859375,17.604999542236328,11.805999755859375,17.604999542236328,12.210000038146973,17.959999084472656,11.5600004196167,17.5,11.78600025177002,17.613000869750977,296034.0,71677
2024-11-21,11.78600025177002,18.926000595092773,11.78600025177002,18.926000595092773,12.529999732971191,19.371999740600586,11.17199993133545,17.75,12.236000061035156,17.759000778198242,449289.0,248486
2024-11-22,11.753999710083008,18.954999923706055,11.753999710083008,18.954999923706055,11.779999732971191,19.549999237060547,11.255999565124512,18.72100067138672,11.697999954223633,19.2810001373291,342815.0,484517
2024-11-25,12.166000366210938,19.93600082397461,12.166000366210938,19.93600082397461,12.498000144958496,20.242000579833984,11.531999588012695,19.05900001525879,12.222000122070312,19.469999313354492,339911.0,317346
2024-11-26,11.78600025177002,18.965999603271484,11.78600025177002,18.965999603271484,11.838000297546387,19.457000732421875,11.39799976348877,18.655000686645508,11.838000297546387,19.416000366210938,248022.0,112707
2024-11-27,11.600000381469727,20.229999542236328,11.600000381469727,20.229999542236328,11.779999732971191,20.27400016784668,11.279999732971191,19.37700080871582,11.418000221252441,19.465999603271484,153143.0,136892
2024-11-28,11.890000343322754,20.0939998626709,11.890000343322754,20.0939998626709,11.97599983215332,20.68600082397461,11.802000045776367,20.04800033569336,11.836000442504883,20.461999893188477,99230.0,100782
2024-11-29,12.588000297546387,20.469999313354492,12.588000297546387,20.469999313354492,12.65999984741211,20.697999954223633,12.017999649047852,20.0,12.041999816894531,20.107999801635742,265684.0,101981
2024-12-02,12.279999732971191,20.84600067138672,12.279999732971191,20.84600067138672,12.407999992370605,21.077999114990234,12.010000228881836,20.305999755859375,12.270000457763672,20.937999725341797,258322.0,165366
2024-12-03,11.90999984741211,20.36400032043457,11.90999984741211,20.36400032043457,11.989999771118164,20.81800079345703,11.479999542236328,19.891000747680664,11.86400032043457,20.63800048828125,204664.0,115909
2024-12-04,12.010000228881836,21.6200008392334,12.010000228881836,21.6200008392334,12.420000076293945,21.97800064086914,11.895999908447266,21.058000564575195,11.944000244140625,21.158000946044922,192505.0,214971
2024-12-05,12.800000190734863,22.1200008392334,12.800000190734863,22.1200008392334,13.399999618530273,22.5,12.567999839782715,21.93000030517578,13.131999969482422,21.95800018310547,428425.0,175301
2024-12-06,13.064000129699707,22.722000122070312,13.064000129699707,22.722000122070312,13.133999824523926,22.950000762939453,12.1899995803833,21.70400047302246,12.324000358581543,22.06999969482422,361550.0,102782
2024-12-09,12.420000076293945,21.761999130249023,12.420000076293945,21.761999130249023,13.01200008392334,22.6560001373291,12.206000328063965,21.503999710083008,13.010000228881836,22.224000930786133,309929.0,123992
2024-12-10,11.586000442504883,20.266000747680664,11.586000442504883,20.266000747680664,12.29800033569336,21.461999893188477,11.586000442504883,20.243999481201172,12.218000411987305,21.18400001525879,502183.0,177397
2024-12-11,12.244000434875488,21.670000076293945,12.244000434875488,21.670000076293945,12.305999755859375,21.832000732421875,11.791999816894531,20.899999618530273,11.791999816894531,20.920000076293945,191474.0,104500
2024-12-12,12.277999877929688,22.468000411987305,12.277999877929688,22.468000411987305,12.649999618530273,22.761999130249023,12.067999839782715,22.15399932861328,12.300000190734863,22.284000396728516,248000.0,107862
2024-12-13,12.121999740600586,22.32200050354004,12.121999740600586,22.32200050354004,12.279999732971191,22.642000198364258,11.821999549865723,22.082000732421875,12.152000427246094,22.270000457763672,190583.0,74728
2024-12-16,12.836000442504883,22.56999969482422,12.836000442504883,22.56999969482422,12.881999969482422,22.670000076293945,12.196000099182129,22.15999984741211,12.435999870300293,22.615999221801758,248376.0,116712
2024-12-17,12.430000305175781,22.507999420166016,12.430000305175781,22.507999420166016,12.857999801635742,23.010000228881836,12.34000015258789,22.34600067138672,12.82800006866455,22.829999923706055,321388.0,97474
2024-12-18,12.395999908447266,22.086000442504883,12.395999908447266,22.086000442504883,12.526000022888184,22.20199966430664,12.079999923706055,21.81800079345703,12.381999969482422,21.97599983215332,168834.0,67965
2024-12-19,11.093999862670898,20.850000381469727,11.093999862670898,20.850000381469727,11.770000457763672,21.395999908447266,10.923999786376953,20.552000045776367,11.538000106811523,21.243999481201172,305627.0,147610
2024-12-20,10.92199993133545,19.46500015258789,10.92199993133545,19.46500015258789,11.020000457763672,19.549999237060547,10.001999855041504,17.80299949645996,10.723999977111816,19.280000686645508,585456.0,385043
2024-12-23,10.402000427246094,18.950000762939453,10.402000427246094,18.950000762939453,10.960000038146973,19.343000411987305,10.312000274658203,18.812000274658203,10.88599967956543,18.992000579833984,251662.0,76910
2024-12-27,10.510000228881836,19.093000411987305,10.510000228881836,19.093000411987305,10.944000244140625,19.770000457763672,10.383999824523926,18.959999084472656,10.817999839782715,19.18899917602539,157643.0,95954
2024-12-30,10.300000190734863,19.51799964904785,10.300000190734863,19.51799964904785,10.402000427246094,19.93000030517578,10.27400016784668,19.246000289916992,10.390000343322754,19.69700050354004,90898.0,58884
2025-01-02,10.477999687194824,20.34600067138672,10.477999687194824,20.34600067138672,10.618000030517578,20.34600067138672,10.03600025177002,19.71299934387207,10.145999908447266,19.731000900268555,345000.0,91984
2025-01-03,11.154000282287598,20.847999572753906,11.154000282287598,20.847999572753906,11.15999984741211,20.92799949645996,10.343999862670898,19.940000534057617,10.383999824523926,19.976999282836914,180303.0,78461
2025-01-06,11.736000061035156,21.450000762939453,11.736000061035156,21.450000762939453,11.75,21.54400062561035,11.435999870300293,20.808000564575195,11.637999534606934,21.222000122070312,171974.0,97777
2025-01-07,11.199999809265137,20.073999404907227,11.199999809265137,20.073999404907227,11.649999618530273,21.1560001373291,10.8100004196167,19.709999084472656,11.597999572753906,21.077999114990234,239711.0,100720
2025-01-08,10.631999969482422,19.34600067138672,10.631999969482422,19.34600067138672,10.97599983215332,19.679000854492188,10.48799991607666,19.34600067138672,10.894000053405762,19.451000213623047,191988.0,53548
2025-01-09,10.557999610900879,19.150999069213867,10.557999610900879,19.150999069213867,10.557999610900879,19.356000900268555,10.38599967956543,18.66200065612793,10.46399974822998,19.14299964904785,109597.0,91666
2025-01-10,10.34000015258789,18.981000900268555,10.34000015258789,18.981000900268555,10.722000122070312,19.312000274658203,10.10200023651123,18.666000366210938,10.581999778747559,19.159000396728516,168617.0,56564
2025-01-13,10.071999549865723,17.749000549316406,10.071999549865723,17.749000549316406,10.347999572753906,18.756999969482422,9.890999794006348,17.131000518798828,10.347999572753906,18.756999969482422,205002.0,247234
2025-01-14,10.362000465393066,18.54800033569336,10.362000465393066,18.54800033569336,10.75,19.011999130249023,10.315999984741211,18.452999114990234,10.355999946594238,18.559999465942383,184379.0,68689
2025-01-15,11.0,19.520000457763672,11.0,19.520000457763672,11.074000358581543,19.59000015258789,10.4399995803833,18.520000457763672,10.552000045776367,18.81399917602539,211284.0,69787
2025-01-16,11.157999992370605,19.444000244140625,11.157999992370605,19.444000244140625,11.244000434875488,19.680999755859375,10.850000381469727,19.0049991607666,11.11400032043457,19.676000595092773,171602.0,86865
2025-01-17,11.819999694824219,20.035999298095703,11.819999694824219,20.035999298095703,11.880000114440918,20.073999404907227,11.350000381469727,19.645000457763672,11.355999946594238,19.652000427246094,333375.0,88178
2025-01-20,11.739999771118164,19.274999618530273,11.739999771118164,19.274999618530273,11.954000473022461,19.81399917602539,11.645999908447266,18.895000457763672,11.906000137329102,19.68199920654297,482784.0,149731
2025-01-21,11.12600040435791,19.07200050354004,11.12600040435791,19.07200050354004,11.63599967956543,19.264999389648438,10.819999694824219,18.667999267578125,11.369999885559082,18.756999969482422,248982.0,202457
2025-01-22,11.010000228881836,18.8439998626709,11.010000228881836,18.8439998626709,11.37399959564209,19.086000442504883,10.96399974822998,18.75,11.258000373840332,18.93000030517578,190527.0,53885
2025-01-23,11.64799976348877,18.854999542236328,11.64799976348877,18.854999542236328,11.84000015258789,19.04599952697754,11.131999969482422,18.302000045776367,11.277999877929688,18.600000381469727,247581.0,82349
2025-01-24,11.710000038146973,19.31800079345703,11.710000038146973,19.31800079345703,11.710000038146973,19.599000930786133,11.399999618530273,19.128999710083008,11.557999610900879,19.358999252319336,233537.0,108896
2025-01-27,9.84000015258789,17.71299934387207,9.84000015258789,17.71299934387207,10.815999984741211,18.014999389648438,9.836999893188477,17.299999237060547,10.736000061035156,17.552000045776367,746969.0,147194
2025-01-28,9.609999656677246,18.13800048828125,9.609999656677246,18.13800048828125,10.197999954223633,18.420000076293945,9.585000038146973,18.113000869750977,10.097999572753906,18.336999893188477,522724.0,30186
2025-01-29,9.838000297546387,17.790000915527344,9.838000297546387,17.790000915527344,10.022000312805176,18.179000854492188,9.777999877929688,17.700000762939453,9.937000274658203,18.170000076293945,221309.0,39901
2025-01-30,10.449999809265137,18.770999908447266,10.449999809265137,18.770999908447266,10.5600004196167,18.84000015258789,10.121999740600586,18.329999923706055,10.173999786376953,18.356000900268555,259566.0,45489
2025-01-31,10.739999771118164,19.584999084472656,10.739999771118164,19.584999084472656,10.845999717712402,19.82699966430664,10.505999565124512,18.652000427246094,10.51200008392334,18.690000534057617,303848.0,104633
2025-02-03,10.140000343322754,15.737000465393066,10.140000343322754,15.737000465393066,10.288000106811523,15.89799976348877,9.663999557495117,14.789999961853027,9.697999954223633,15.128999710083008,425425.0,457332
2025-02-04,10.319999694824219,16.09000015258789,10.319999694824219,16.09000015258789,10.449999809265137,16.493999481201172,10.178000450134277,15.5649995803833,10.204000473022461,15.663000106811523,156669.0,169547
2025-02-05,10.1899995803833,15.815999984741211,10.1899995803833,15.815999984741211,10.447999954223633,16.260000228881836,10.173999786376953,15.734999656677246,10.255999565124512,15.937999725341797,106887.0,93107
2025-02-06,10.279999732971191,15.62399959564209,10.279999732971191,15.62399959564209,10.496000289916992,16.527000427246094,10.178000450134277,15.538000106811523,10.251999855041504,16.305999755859375,123353.0,76940
2025-02-07,10.390000343322754,15.723999977111816,10.390000343322754,15.723999977111816,10.729999542236328,16.163000106811523,10.161999702453613,15.652000427246094,10.20199966430664,15.652000427246094,147140.0,132824
2025-02-10,10.35200023651123,15.434000015258789,10.35200023651123,15.434000015258789,10.531999588012695,15.621000289916992,10.347999572753906,15.300000190734863,10.465999603271484,15.3149995803833,149218.0,169395
2025-02-11,10.170000076293945,15.315999984741211,10.170000076293945,15.315999984741211,10.473999977111816,15.85099983215332,10.163999557495117,15.25100040435791,10.4399995803833,15.779999732971191,102575.0,150505
2025-02-12,9.895999908447266,15.045999526977539,9.895999908447266,15.045999526977539,10.086000442504883,15.449999809265137,9.75,14.777999877929688,10.001999855041504,15.130000114440918,235469.0,127684
2025-02-13,10.081999778747559,15.107999801635742,10.081999778747559,15.107999801635742,10.239999771118164,15.446000099182129,9.914999961853027,15.04800033569336,9.951000213623047,15.428000450134277,98459.0,104119
2025-02-14,10.241999626159668,15.543999671936035,10.241999626159668,15.543999671936035,10.355999946594238,15.640999794006348,10.1899995803833,15.352999687194824,10.291999816894531,15.470999717712402,147655.0,37475
2025-02-17,10.293999671936035,15.583999633789062,10.293999671936035,15.583999633789062,10.29800033569336,16.29599952697754,10.220000267028809,15.319999694824219,10.27400016784668,15.319999694824219,87780.0,71399
2025-02-18,10.236000061035156,15.147000312805176,10.236000061035156,15.147000312805176,10.329999923706055,15.626999855041504,10.170000076293945,15.147000312805176,10.236000061035156,15.282999992370605,126516.0,55615
2025-02-19,10.263999938964844,15.58899974822998,10.263999938964844,15.58899974822998,10.270000457763672,15.717000007629395,10.118000030517578,15.390999794006348,10.232000350952148,15.545999526977539,107607.0,51536
2025-02-20,9.883999824523926,15.557000160217285,9.883999824523926,15.557000160217285,10.163999557495117,15.899999618530273,9.730999946594238,15.5,10.0600004196167,15.70199966430664,120577.0,45185
2025-02-21,9.861000061035156,15.746000289916992,9.861000061035156,15.746000289916992,10.119999885559082,16.288000106811523,9.800000190734863,15.357999801635742,9.883000373840332,15.77299976348877,112551.0,87309
2025-02-24,8.689000129699707,15.270000457763672,8.689000129699707,15.270000457763672,9.298999786376953,15.550000190734863,8.470999717712402,15.116999626159668,9.260000228881836,15.529999732971191,315078.0,103916
2025-02-25,7.474999904632568,13.609000205993652,7.474999904632568,13.609000205993652,8.317999839782715,13.956999778747559,7.474999904632568,13.470000267028809,8.300999641418457,13.758000373840332,540902.0,235767
2025-02-26,7.914000034332275,13.701000213623047,7.914000034332275,13.701000213623047,8.02299976348877,14.236000061035156,7.656000137329102,13.529000282287598,7.835999965667725,14.031999588012695,365317.0,152039
2025-02-27,8.125,13.286999702453613,8.125,13.286999702453613,8.362000465393066,13.616000175476074,7.85099983215332,13.175999641418457,8.149999618530273,13.461999893188477,273727.0,109729
2025-02-28,7.869999885559082,12.779000282287598,7.869999885559082,12.779000282287598,8.100000381469727,12.850000381469727,7.379000186920166,11.944999694824219,7.435999870300293,12.083999633789062,364321.0,179015
2025-03-03,8.050999641418457,13.032999992370605,8.050999641418457,13.032999992370605,8.85099983215332,13.734999656677246,8.029999732971191,12.901000022888184,8.767999649047852,13.725000381469727,435876.0,160509
2025-03-04,7.0920000076293945,11.430999755859375,7.0920000076293945,11.430999755859375,7.539999961853027,12.236000061035156,7.010000228881836,11.430999755859375,7.486999988555908,11.894000053405762,310452.0,183132
2025-03-05,7.368000030517578,12.067999839782715,7.368000030517578,12.067999839782715,7.7230000495910645,12.73900032043457,7.349999904632568,12.067999839782715,7.590000152587891,12.449999809265137,200574.0,98956
2025-03-06,7.566999912261963,12.425999641418457,7.566999912261963,12.425999641418457,7.855999946594238,12.833999633789062,7.300000190734863,12.225000381469727,7.817999839782715,12.668000221252441,178397.0,50583
2025-03-07,7.158999919891357,11.96399974822998,7.158999919891357,11.96399974822998,7.451000213623047,12.437999725341797,7.103000164031982,11.916999816894531,7.2270002365112305,12.138999938964844,198849.0,63459
2025-03-10,6.7829999923706055,11.15999984741211,6.7829999923706055,11.15999984741211,7.158999919891357,11.909000396728516,6.500999927520752,11.038999557495117,7.142000198364258,11.437999725341797,360956.0,150609
2025-03-11,6.535999774932861,10.592000007629395,6.535999774932861,10.592000007629395,6.763000011444092,10.770000457763672,6.309999942779541,10.118000030517578,6.574999809265137,10.531999588012695,329787.0,200407
2025-03-12,6.754000186920166,10.321000099182129,6.754000186920166,10.321000099182129,6.964000225067139,10.741000175476074,6.550000190734863,10.069999694824219,6.702000141143799,10.532999992370605,180735.0,90592
2025-03-13,6.521999835968018,10.260000228881836,6.521999835968018,10.260000228881836,6.785999774932861,10.569000244140625,6.505000114440918,10.218000411987305,6.754000186920166,10.343000411987305,181515.0,46653
2025-03-14,6.789999961853027,10.60200023651123,6.789999961853027,10.60200023651123,6.926000118255615,10.699999809265137,6.630000114440918,10.401000022888184,6.64300012588501,10.468000411987305,135779.0,65941
2025-03-17,6.684999942779541,10.503000259399414,6.684999942779541,10.503000259399414,6.822999954223633,10.600000381469727,6.61299991607666,10.390000343322754,6.760000228881836,10.477999687194824,162970.0,74236
2025-03-18,6.646999835968018,10.35200023651123,6.646999835968018,10.35200023651123,6.827000141143799,10.491999626159668,6.564000129699707,10.289999961853027,6.781000137329102,10.435999870300293,111584.0,124329
2025-03-19,6.748000144958496,11.244999885559082,6.748000144958496,11.244999885559082,6.785999774932861,11.333000183105469,6.572999954223633,10.619000434875488,6.614999771118164,10.630000114440918,78026.0,94492
2025-03-20,6.785999774932861,10.819999694824219,6.785999774932861,10.819999694824219,7.047999858856201,11.152999877929688,6.7789998054504395,10.819999694824219,6.927999973297119,11.062999725341797,163912.0,65537
2025-03-21,6.739999771118164,10.848999977111816,6.739999771118164,10.848999977111816,6.835999965667725,10.967000007629395,6.60099983215332,10.727999687194824,6.835999965667725,10.958999633789062,54171.0,30098
2025-03-24,7.28000020980835,11.503999710083008,7.28000020980835,11.503999710083008,7.321000099182129,11.649999618530273,7.033999919891357,11.473999977111816,7.059000015258789,11.494000434875488,211911.0,96779
2025-03-25,7.170000076293945,11.442999839782715,7.170000076293945,11.442999839782715,7.3520002365112305,11.531000137329102,7.150000095367432,11.380999565124512,7.281000137329102,11.449000358581543,258873.0,73227
2025-03-26,6.879000186920166,11.204999923706055,6.879000186920166,11.204999923706055,7.223999977111816,11.529000282287598,6.821000099182129,11.147000312805176,7.223999977111816,11.493000030517578,81581.0,49012
2025-03-27,6.679999828338623,11.152000427246094,6.679999828338623,11.152000427246094,6.835999965667725,11.326000213623047,6.564000129699707,11.04800033569336,6.835999965667725,11.282999992370605,197277.0,26132
2025-03-28,6.224999904632568,10.380999565124512,6.224999904632568,10.380999565124512,6.5229997634887695,10.687000274658203,6.151000022888184,10.3149995803833,6.511000156402588,10.637999534606934,368485.0,214794
2025-03-31,5.959000110626221,10.222999572753906,5.959000110626221,10.222999572753906,6.0229997634887695,10.277000427246094,5.745999813079834,9.859999656677246,5.979000091552734,10.003999710083008,245280.0,90046
2025-04-01,6.138000011444092,10.621999740600586,6.138000011444092,10.621999740600586,6.178999900817871,10.630999565124512,5.826000213623047,10.220000267028809,5.999000072479248,10.312000274658203,379294.0,50278
